election,election_date,locality,precinct,Early Voting,Election Day,Mailed Absentee,Provisional,Post-Election,TotalVoteTurnout,ActiveRegisteredVoters,InactiveRegisteredVoters,TotalRegisteredVoters
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,710 - STERLING,283,625,93,17,17,1035,2379,206,2585
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,711 - GUILFORD,378,433,99,10,17,937,2021,141,2162
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,712 - STONE HILL,269,850,114,21,19,1273,2488,175,2663
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,713 - CARTER,109,308,50,14,12,493,1175,144,1319
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,714 - ROCK RIDGE,305,1089,218,25,34,1671,3442,111,3553
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,715 - OAK GROVE,92,502,54,21,16,685,1458,93,1551
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,716 - RIDGETOP,227,493,75,12,10,817,2010,286,2296
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,808 - STONE BRIDGE,804,1282,194,22,32,2334,3784,181,3965
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,810 - CEDAR LANE,608,1021,167,24,22,1842,3062,169,3231
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,813 - SELDENS LANDING,351,905,134,19,30,1439,2681,262,2943
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,814 - NEWTON - LEE,768,1180,252,22,40,2262,3735,204,3939
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,815 - BELMONT RIDGE,989,943,480,26,36,2474,3756,204,3960
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,817 - SANDERS CORNER,631,949,150,15,18,1763,2787,190,2977
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,818 - EAST BROAD RUN,419,742,134,19,21,1335,2462,147,2609
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,819 - WEST BROAD RUN,515,735,109,9,15,1383,2207,98,2305
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,820 - BELMONT STATION,480,883,172,19,8,1562,2862,180,3042
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,822 - RIVERSIDE,444,837,169,19,21,1490,2476,110,2586
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,823 - HARPER PARK,560,795,157,10,26,1548,2552,107,2659
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,824 - GOOSE CREEK,219,328,68,4,12,631,1250,112,1362
2025 November General,11/4/2025 0:00,LOUDOUN COUNTY,825 - WAXPOOL,551,892,165,26,31,1665,2933,148,3081
2025 November General,11/4/2025 0:00,LOUISA COUNTY,101 - GREEN SPRINGS #1,754,1441,256,14,23,2488,3598,84,3682
2025 November General,11/4/2025 0:00,LOUISA COUNTY,102 - GREEN SPRINGS #2,310,479,67,3,11,870,1502,30,1532
2025 November General,11/4/2025 0:00,LOUISA COUNTY,201 - LOUISA #1,471,629,71,16,6,1193,2016,108,2124
2025 November General,11/4/2025 0:00,LOUISA COUNTY,202 - LOUISA #2,385,574,56,7,6,1028,1824,58,1882
2025 November General,11/4/2025 0:00,LOUISA COUNTY,203 - LOUISA #3,57,119,18,,1,195,340,3,343
2025 November General,11/4/2025 0:00,LOUISA COUNTY,301 - PATRICK HENRY #1,516,818,137,13,9,1493,2548,73,2621
2025 November General,11/4/2025 0:00,LOUISA COUNTY,302 - PATRICK HENRY #2,428,498,64,6,4,1000,1742,81,1823
2025 November General,11/4/2025 0:00,LOUISA COUNTY,401 - MINERAL,1370,1233,198,23,11,2835,4802,126,4928
2025 November General,11/4/2025 0:00,LOUISA COUNTY,501 - CUCKOO #1,267,348,67,5,5,692,1248,33,1281
2025 November General,11/4/2025 0:00,LOUISA COUNTY,502 - CUCKOO #2,237,495,54,7,3,796,1390,46,1436
2025 November General,11/4/2025 0:00,LOUISA COUNTY,503 - CUCKOO #3,605,791,120,8,12,1536,2172,56,2228
2025 November General,11/4/2025 0:00,LOUISA COUNTY,601 - JACKSON,674,1418,145,7,6,2250,3987,83,4070
2025 November General,11/4/2025 0:00,LOUISA COUNTY,701 - MOUNTAIN ROAD #1,302,856,72,5,9,1244,1957,36,1993
2025 November General,11/4/2025 0:00,LOUISA COUNTY,702 - MOUNTAIN ROAD #2,486,772,102,13,14,1387,2213,74,2287
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,101 - PLYMOUTH,213,281,28,2,2,526,992,36,1028
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,201 - BROWNS STORE,173,384,38,2,8,605,1026,20,1046
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,301 - ROSEBUD,64,209,13,1,,287,467,16,483
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,302 - FLAT ROCK,86,262,31,1,,380,640,27,667
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,401 - ARROWHEAD GUN CLUB,73,143,13,2,,231,380,15,395
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,402 - PLEASANT GROVE,161,257,21,3,1,443,822,15,837
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,501 - REEDY CREEK,192,133,18,1,1,345,624,13,637
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,502 - PEOPLES COMMUNITY CENTER,172,177,35,2,1,387,674,25,699
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,601 - HOUNDS CREEK,215,364,63,3,3,648,1110,32,1142
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,701 - MEHERRIN FIRE DEPARTMENT,100,200,13,5,2,320,627,10,637
2025 November General,11/4/2025 0:00,LUNENBURG COUNTY,702 - VICTORIA PUBLIC LIBRARY,158,155,31,1,,345,612,21,633
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,101 - FIRST WARD FIRST PRECINCT,670,1427,219,29,21,2366,4862,286,5148
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,102 - FIRST WARD SECOND PRECINCT,917,1353,250,22,27,2569,3925,142,4067
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,103 - FIRST WARD THIRD PRECINCT,651,916,259,17,13,1856,2530,76,2606
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,104 - FIRST WARD FOURTH PRECINCT,207,422,85,31,7,752,1467,91,1558
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,105 - FIRST WARD FIFTH PRECINCT,375,680,91,23,5,1174,1734,75,1809
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,201 - SECOND WARD FIRST PRECINCT,660,1060,240,29,21,2010,5059,334,5393
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,202 - SECOND WARD SECOND PRECINCT,587,861,175,26,12,1661,4531,337,4868
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,203 - SECOND WARD THIRD PRECINCT,133,300,48,7,3,491,1334,92,1426
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,204 - SECOND WARD FOURTH PRECINCT,128,292,35,4,4,463,1211,80,1291
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,301 - THIRD WARD FIRST PRECINCT,192,398,53,14,4,661,1318,85,1403
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,302 - THIRD WARD SECOND PRECINCT,12,757,1,768,,1538,4837,256,5093
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,303 - THIRD WARD THIRD PRECINCT,240,515,91,15,3,864,1904,104,2008
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,304 - THIRD WARD FOURTH PRECINCT,264,617,61,22,3,967,1900,134,2034
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,305 - THIRD WARD FIFTH PRECINCT,540,1236,179,24,10,1989,4243,316,4559
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,401 - FOURTH WARD FIRST PRECINCT,874,1558,305,33,30,2800,5370,358,5728
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,402 - FOURTH WARD SECOND PRECINCT,274,605,86,12,29,1006,1700,90,1790
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,403 - FOURTH WARD THIRD PRECINCT,476,1091,119,23,28,1737,3717,226,3943
2025 November General,11/4/2025 0:00,LYNCHBURG CITY,404 - FOURTH WARD FOURTH PRECINCT,755,1107,205,11,36,2114,3649,185,3834
2025 November General,11/4/2025 0:00,MADISON COUNTY,001 - OAK PARK,264,467,39,1,2,773,1291,45,1336
2025 November General,11/4/2025 0:00,MADISON COUNTY,002 - RADIANT,413,645,55,6,1,1120,1863,58,1921
2025 November General,11/4/2025 0:00,MADISON COUNTY,003 - ROCHELLE,158,414,28,,,600,884,12,896
2025 November General,11/4/2025 0:00,MADISON COUNTY,004 - GRAVES MILL/WOLFTOWN,239,457,32,,,728,1128,27,1155
2025 November General,11/4/2025 0:00,MADISON COUNTY,005 - MADISON,513,650,61,7,2,1233,1993,45,2038
2025 November General,11/4/2025 0:00,MADISON COUNTY,006 - ETLAN,134,227,26,3,1,391,560,17,577
2025 November General,11/4/2025 0:00,MADISON COUNTY,007 - BRIGHTWOOD,428,775,56,3,5,1267,1994,40,2034
2025 November General,11/4/2025 0:00,MADISON COUNTY,008 - CRIGLERSVILLE,209,329,21,,1,560,865,11,876
2025 November General,11/4/2025 0:00,MANASSAS CITY,001 - DEAN,708,913,200,31,19,1871,4007,322,4329
2025 November General,11/4/2025 0:00,MANASSAS CITY,002 - WEEMS,678,1049,237,29,14,2007,4234,264,4498
2025 November General,11/4/2025 0:00,MANASSAS CITY,003 - METZ,843,1053,249,21,24,2190,4035,247,4282
2025 November General,11/4/2025 0:00,MANASSAS CITY,004 - HAYDON,741,1011,193,20,10,1975,3684,259,3943
2025 November General,11/4/2025 0:00,MANASSAS CITY,005 - BALDWIN,781,868,178,29,12,1868,3707,304,4011
2025 November General,11/4/2025 0:00,MANASSAS CITY,006 - ROUND,697,934,221,17,15,1884,3063,171,3234
2025 November General,11/4/2025 0:00,MANASSAS PARK CITY,001 - PRECINCT ONE,598,719,190,20,15,1542,3268,214,3482
2025 November General,11/4/2025 0:00,MANASSAS PARK CITY,002 - PRECINCT TWO,294,636,97,21,8,1056,2911,105,3016
2025 November General,11/4/2025 0:00,MANASSAS PARK CITY,003 - PRECINCT THREE,563,689,131,23,12,1418,3040,155,3195
2025 November General,11/4/2025 0:00,MARTINSVILLE CITY,001 - PRECINCT #1,116,220,48,4,,388,757,53,810
2025 November General,11/4/2025 0:00,MARTINSVILLE CITY,002 - PRECINCT #2,264,525,92,6,,887,1882,177,2059
2025 November General,11/4/2025 0:00,MARTINSVILLE CITY,003 - PRECINCT #3,129,277,52,1,1,460,1318,150,1468
2025 November General,11/4/2025 0:00,MARTINSVILLE CITY,004 - PRECINCT #4,250,431,101,5,1,788,1893,164,2057
2025 November General,11/4/2025 0:00,MARTINSVILLE CITY,005 - PRECINCT #5,426,776,97,5,1,1305,2093,136,2229
2025 November General,11/4/2025 0:00,MARTINSVILLE CITY,006 - PRECINCT #6,51,129,23,1,,204,403,38,441
2025 November General,11/4/2025 0:00,MATHEWS COUNTY,001 - CHESAPEAKE,593,417,52,3,4,1069,1635,41,1676
2025 November General,11/4/2025 0:00,MATHEWS COUNTY,002 - WESTVILLE,1049,612,79,2,1,1743,2602,56,2658
2025 November General,11/4/2025 0:00,MATHEWS COUNTY,003 - PIANKATANK,1182,751,85,7,2,2027,3106,67,3173
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,101 - PALMER SPRINGS,81,317,31,2,1,432,864,39,903
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,102 - ANTIOCH CHURCH,33,148,7,2,1,191,311,22,333
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,103 - CLARKSVILLE SOUTH,172,408,50,9,0,639,1257,98,1355
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,201 - CHASE CITY,208,530,74,9,3,824,1762,126,1888
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,202 - BLUESTONE,69,116,9,1,,195,386,20,406
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,301 - BRACEY,158,660,56,2,4,880,1533,131,1664
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,302 - LACROSSE,80,390,19,4,0,493,1024,73,1097
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,401 - SOUTH HILL WEST,271,704,127,3,4,1109,2302,174,2476
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,501 - SOUTH HILL EAST,289,763,97,11,8,1168,2293,155,2448
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,601 - BASKERVILLE,113,203,12,1,1,330,621,19,640
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,602 - UNION LEVEL,53,170,10,,1,234,454,34,488
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,603 - SMITH CROSSROADS,88,257,16,1,1,363,631,30,661
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,604 - LAKE GASTON,162,346,42,1,2,553,1027,91,1118
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,701 - MIDWAY,143,126,26,2,,297,548,28,576
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,702 - WILLIAMS GROVE,181,335,35,1,1,553,1000,47,1047
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,703 - CHASE CITY EAST,151,261,33,2,,447,827,32,859
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,801 - BOYDTON,176,152,15,1,2,346,620,42,662
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,802 - CLARKSVILLE VFW,301,410,47,4,,762,1269,49,1318
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,803 - CHASE CITY WEST,171,252,24,1,1,449,794,26,820
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,901 - NELSON,31,141,12,,,184,394,11,405
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,902 - BUFFALO JUNCTION,90,300,12,,1,403,677,32,709
2025 November General,11/4/2025 0:00,MECKLENBURG COUNTY,903 - CLARKSVILLE NORTH,387,550,71,9,,1017,1631,92,1723
2025 November General,11/4/2025 0:00,MIDDLESEX COUNTY,101 - SALUDA,178,217,20,2,,417,647,46,693
2025 November General,11/4/2025 0:00,MIDDLESEX COUNTY,102 - URBANNA,301,369,28,1,4,703,974,28,1002
2025 November General,11/4/2025 0:00,MIDDLESEX COUNTY,201 - NEW MARKET,509,731,63,2,1,1306,1813,68,1881
2025 November General,11/4/2025 0:00,MIDDLESEX COUNTY,302 - CHURCH VIEW,335,592,54,3,3,987,1617,80,1697
2025 November General,11/4/2025 0:00,MIDDLESEX COUNTY,401- HARMONY VILLAGE,384,547,66,6,8,1011,1667,88,1755
2025 November General,11/4/2025 0:00,MIDDLESEX COUNTY,501 - WILTON,474,700,71,8,5,1258,1864,50,1914
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,101 - PRECINCT A-1,542,918,194,10,14,1678,2245,81,2326
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,102 - PRECINCT A-2,580,667,142,95,8,1492,2565,267,2832
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,103 - PRECINCT A-3,5,91,1,71,1,169,329,110,439
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,104 - PRECINCT A-4 ,549,749,180,67,8,1553,2591,212,2803
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,105 - PRECINCT A-5,563,584,143,4,8,1302,1843,95,1938
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,201 - PRECINCT B-1,215,268,24,4,1,512,870,27,897
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,202 - PRECINCT B-2,724,814,150,11,5,1704,2689,153,2842
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,203 - PRECINCT B-3,213,333,28,3,1,578,1188,104,1292
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,204 - PRECINCT B-4,855,973,141,13,8,1990,3270,214,3484
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,205 - PRECINCT B-5,538,621,85,9,7,1260,2215,112,2327
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,301 - PRECINCT C-1,486,1110,63,8,8,1675,3167,102,3269
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,302 - PRECINCT C-2,367,408,70,2,3,850,1348,48,1396
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,303 - PRECINCT C-3,192,504,39,,4,739,1283,35,1318
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,304 - PRECINCT C-4,509,681,117,12,2,1321,2603,176,2779
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,305 - PRECINCT C-5,432,531,78,,3,1044,1626,100,1726
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,401 - PRECINCT D-1,756,876,106,9,3,1750,3083,99,3182
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,402 - PRECINCT D-2,931,1112,116,6,5,2170,3170,65,3235
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,403 - PRECINCT D-3,793,918,128,16,6,1861,3133,132,3265
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,404 - PRECINCT D-4,299,519,45,5,1,869,1350,18,1368
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,501 - PRECINCT E-1,589,697,215,28,8,1537,2785,194,2979
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,502 - PRECINCT E-2,355,764,62,5,5,1191,1904,49,1953
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,503 - PRECINCT E-3,29,694,4,504,,1231,2244,274,2518
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,504 - PRECINCT E-4,108,179,52,30,2,371,676,51,727
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,601 - PRECINCT F-1,589,832,191,114,15,1741,2890,187,3077
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,602 - PRECINCT F-2,484,866,164,230,10,1754,3196,292,3488
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,603 - PRECINCT F-3,11,303,2,194,1,511,1158,267,1425
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,701 - PRECINCT G-1,272,748,65,307,16,1408,3370,303,3673
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,702 - PRECINCT G-2,380,665,134,188,8,1375,2643,187,2830
2025 November General,11/4/2025 0:00,MONTGOMERY COUNTY,703 - PRECINCT G-3 ,503,653,119,85,13,1373,2091,215,2306
2025 November General,11/4/2025 0:00,NELSON COUNTY,101 - ROCKFISH,330,1158,103,7,2,1600,2198,51,2249
2025 November General,11/4/2025 0:00,NELSON COUNTY,201 - LOVINGSTON,366,425,50,3,,844,1390,33,1423
2025 November General,11/4/2025 0:00,NELSON COUNTY,202 - SCHUYLER,139,379,37,2,,557,925,22,947
2025 November General,11/4/2025 0:00,NELSON COUNTY,301 - SHIPMAN,438,578,74,6,4,1100,1896,36,1932
2025 November General,11/4/2025 0:00,NELSON COUNTY,302 - GLADSTONE,26,139,4,3,,172,308,6,314
2025 November General,11/4/2025 0:00,NELSON COUNTY,401 - ROSELAND,392,723,67,3,,1185,1908,36,1944
2025 November General,11/4/2025 0:00,NELSON COUNTY,402 - MONTEBELLO,17,98,7,,,122,177,7,184
2025 November General,11/4/2025 0:00,NELSON COUNTY,501 - FABER,205,348,29,1,1,584,835,13,848
2025 November General,11/4/2025 0:00,NELSON COUNTY,502 - NELLYSFORD,577,874,142,3,4,1600,2144,65,2209
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,102 - TUNSTALL,273,675,30,4,4,986,1500,32,1532
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,103 - SOUTHERN BRANCH,443,918,45,3,,1409,2071,50,2121
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,201 - QUINTON,422,1117,104,11,7,1661,2428,64,2492
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,202 - KENTWOOD,187,733,30,1,3,954,1397,20,1417
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,301 - WATKINS,983,1290,170,20,4,2467,3585,64,3649
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,302 - CUMBERLAND,405,612,80,1,,1098,1693,39,1732
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,401 - PROVIDENCE FORGE,926,1109,202,19,4,2260,3299,67,3366
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,403 - MOUNTCASTLE,159,447,48,3,3,660,1152,19,1171
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,501 - ELTHAM,316,590,100,8,1,1015,1605,50,1655
2025 November General,11/4/2025 0:00,NEW KENT COUNTY,502 - CHICKAHOMINY RIVER,414,926,69,12,3,1424,2169,39,2208
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,101 - DENBIGH,417,1220,203,28,18,1886,4278,346,4624
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,102 - STONEY RUN,407,1254,188,48,15,1912,4699,362,5061
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,104 - MCINTOSH,261,879,118,19,9,1286,2920,262,3182
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,106 - RESERVOIR,316,748,93,13,11,1181,3288,367,3655
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,107 - RICHNECK,697,1548,257,36,31,2569,4703,239,4942
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,108 - KATHERINE JOHNSON,161,423,58,6,4,652,1309,107,1416
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,109 - WINDSOR,186,749,96,10,10,1051,2245,154,2399
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,110 - GREENWOOD,404,1252,189,26,19,1890,4123,334,4457
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,111 - STONEYBROOK,574,1123,263,31,12,2003,4428,407,4835
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,112 - KNOLLWOOD MEADOWS,541,1575,208,27,26,2377,4135,187,4322
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,113 - SANFORD,156,649,61,6,9,881,1374,47,1421
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,201 - BLAND,72,246,30,4,1,353,970,177,1147
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,202 - BOULEVARD,267,970,87,12,11,1347,2578,136,2714
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,203 - CHARLES,543,1649,214,15,19,2440,4229,197,4426
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,204 - MARINERS' MUSEUM,200,595,114,245,11,1165,2131,157,2288
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,205 - DEEP CREEK,478,1316,145,24,12,1975,3044,114,3158
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,208 - HIDENWOOD,299,831,96,10,3,1239,1738,75,1813
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,211 - PALMER,429,1051,124,36,15,1655,3922,463,4385
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,212 - RIVERSIDE,210,745,67,10,9,1041,1466,79,1545
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,216 - YATES,487,1017,204,13,19,1740,3095,202,3297
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,217 - RIVERVIEW,421,1008,169,5,10,1613,2562,95,2657
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,218 - KILN CREEK,823,1616,370,39,16,2864,4745,348,5093
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,219 - DEER PARK,695,1096,220,38,14,2063,4633,527,5160
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,220 -JENKINS,321,1252,172,35,18,1798,4031,393,4424
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,302 - BRIARFIELD,188,649,129,14,7,987,2893,255,3148
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,303 - CARVER,118,483,76,7,3,687,1774,160,1934
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,304 - CHESTNUT,84,330,40,7,2,463,1274,96,1370
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,305 - DOWNTOWN,96,190,17,6,4,313,972,121,1093
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,308 - JEFFERSON,96,243,39,2,1,381,1142,104,1246
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,309 - MAGRUDER,91,340,57,6,6,500,1233,75,1308
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,310 - MARSHALL,110,382,80,8,1,581,1666,115,1781
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,311 - NEWMARKET,315,972,156,22,16,1481,3166,143,3309
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,312 - NEWSOME PARK,55,216,31,2,7,311,941,102,1043
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,313 - REED,223,546,111,9,15,904,2419,185,2604
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,314 - RIVER,165,505,83,10,7,770,1593,153,1746
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,315 - SEDGEFIELD,246,784,73,11,5,1119,2215,117,2332
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,316 - SOUTH MORRISON,334,862,110,8,22,1336,2880,220,3100
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,317 - WASHINGTON,96,349,34,6,2,487,1454,166,1620
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,318 - WILSON,103,424,40,5,2,574,1240,69,1309
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,319 - SAUNDERS,507,1191,235,26,13,1972,4106,311,4417
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,320 - WATKINS,700,1589,194,29,14,2526,4889,290,5179
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,321 - HILTON,352,1029,135,21,7,1544,2385,103,2488
2025 November General,11/4/2025 0:00,NEWPORT NEWS CITY,322 - WARWICK,181,627,67,13,8,896,1865,178,2043
2025 November General,11/4/2025 0:00,NORFOLK CITY,101 - GRANBY,469,1081,267,23,19,1859,3919,384,4303
2025 November General,11/4/2025 0:00,NORFOLK CITY,102 - OCEAN VIEW SCHOOL,280,441,87,14,6,828,1846,184,2030
2025 November General,11/4/2025 0:00,NORFOLK CITY,103 - NORTHSIDE,291,841,125,14,13,1284,2460,139,2599
2025 November General,11/4/2025 0:00,NORFOLK CITY,104 - TITUSTOWN ,90,423,75,28,5,621,2393,272,2665
2025 November General,11/4/2025 0:00,NORFOLK CITY,106 - SECOND PRESBYTERIAN,422,1114,197,23,31,1787,3648,367,4015
2025 November General,11/4/2025 0:00,NORFOLK CITY,107 - WESLEY,209,750,101,17,9,1086,2686,243,2929
2025 November General,11/4/2025 0:00,NORFOLK CITY,201 - LARCHMONT SCHOOL,453,1023,170,254,17,1917,3171,189,3360
2025 November General,11/4/2025 0:00,NORFOLK CITY,203 - GHENT SQUARE,217,605,102,18,15,957,1647,162,1809
2025 November General,11/4/2025 0:00,NORFOLK CITY,207 - LAMBERT'S POINT,336,868,114,186,19,1523,3722,376,4098
2025 November General,11/4/2025 0:00,NORFOLK CITY,208 - LARCHMONT UMC,422,658,121,11,24,1236,1773,71,1844
2025 November General,11/4/2025 0:00,NORFOLK CITY,210 - MAURY,414,886,178,33,16,1527,2669,290,2959
2025 November General,11/4/2025 0:00,NORFOLK CITY,211 - CHRYSLER MUSEUM,727,1225,361,63,30,2406,4275,419,4694
