"election","election_date","locality","precinct","district","district_type","provisional_ballots","absentee_ballots","in_person_ballots","in_person_curbside_ballots","TotalVoteTurnout","ActiveRegisteredVoters","InactiveRegisteredVoters","TotalRegisteredVoters"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","213 - SANFORD","03","Congressional","1","0","658","6","659","1306","35","1341"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","215 - WARWICK","03","Congressional","1","0","1","0","2","1728","132","1860"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","215 - WARWICK","03","Congressional","1","0","618","10","619","1728","132","1860"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","216 - YATES","03","Congressional","2","0","771","2","773","1763","71","1834"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","217 - RIVERVIEW","03","Congressional","2","0","1081","0","1083","2530","98","2628"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","218 - KILN CREEK","02","Congressional","4","0","45","0","49","4508","303","4811"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","218 - KILN CREEK","03","Congressional","4","0","1589","12","1593","4508","303","4811"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","219 - DEER PARK","03","Congressional","3","0","1003","0","1006","4130","621","4751"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","302 - BRIARFIELD","03","Congressional","5","0","651","17","656","2834","216","3050"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","303 - CARVER","03","Congressional","0","0","476","6","476","1794","128","1922"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","304 - CHESTNUT","03","Congressional","0","0","350","4","350","1240","86","1326"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","305 - DOWNTOWN","03","Congressional","1","0","238","0","239","1000","126","1126"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","306 - DUNBAR","03","Congressional","0","0","72","0","72","418","70","488"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","307 - HUNTINGTON","03","Congressional","1","0","259","10","260","1068","78","1146"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","308 - JEFFERSON","03","Congressional","0","0","226","1","226","1155","80","1235"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","309 - MAGRUDER","03","Congressional","0","0","341","8","341","1189","67","1256"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","310 - MARSHALL","03","Congressional","1","0","388","5","389","1529","100","1629"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","311 - NEWMARKET","03","Congressional","4","0","15","1","19","3076","139","3215"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","311 - NEWMARKET","03","Congressional","4","0","992","18","996","3076","139","3215"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","312 - NEWSOME PARK","03","Congressional","0","0","130","6","130","673","71","744"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","313 - REED","03","Congressional","0","0","563","9","563","2162","119","2281"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","314 - RIVER","03","Congressional","0","0","542","2","542","1562","206","1768"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","315 - SEDGEFIELD","03","Congressional","2","0","862","7","864","2063","113","2176"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","316 - SOUTH MORRISON","03","Congressional","3","0","879","8","882","2717","225","2942"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","317 - WASHINGTON","03","Congressional","0","0","183","2","183","686","57","743"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","318 - WILSON","03","Congressional","0","0","402","9","402","1216","126","1342"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","319 - SAUNDERS","03","Congressional","5","0","2","0","7","3985","241","4226"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","319 - SAUNDERS","03","Congressional","5","0","1270","36","1275","3985","241","4226"
"2021 November General ","2021-11-02 00:00:00","NEWPORT NEWS CITY","320 - WATKINS","03","Congressional","6","0","1728","8","1734","4883","313","5196"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##AB - Central Absentee Precinct","00","Local","0","190","0","0","190","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##AB - Central Absentee Precinct","00","Local","0","663","0","0","663","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##AB - Central Absentee Precinct","00","Local","0","881","0","0","881","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##AB - Central Absentee Precinct","00","Local","0","2765","0","0","2765","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##AB - Central Absentee Precinct","00","Local","0","2766","0","0","2766","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##AB - Central Absentee Precinct","00","Local","0","7265","0","0","7265","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##AB - Central Absentee Precinct","02","Congressional","0","2166","0","0","2166","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##AB - Central Absentee Precinct","03","Congressional","2","5099","0","0","5101","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##EV - Central Absentee Precinct","00","Local","0","467","0","0","467","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##EV - Central Absentee Precinct","00","Local","0","1051","0","0","1051","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##EV - Central Absentee Precinct","00","Local","0","2008","0","0","2008","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##EV - Central Absentee Precinct","00","Local","0","3960","0","0","3960","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##EV - Central Absentee Precinct","00","Local","0","4987","0","0","4987","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##EV - Central Absentee Precinct","00","Local","0","12473","0","0","12473","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##EV - Central Absentee Precinct","02","Congressional","0","4271","0","0","4271","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##EV - Central Absentee Precinct","03","Congressional","0","8202","0","0","8202","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##PE - Central Absentee Precinct","00","Local","0","12","0","0","12","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##PE - Central Absentee Precinct","00","Local","0","16","0","0","16","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##PE - Central Absentee Precinct","00","Local","0","59","0","0","59","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##PE - Central Absentee Precinct","00","Local","0","114","0","0","114","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##PE - Central Absentee Precinct","00","Local","0","117","0","0","117","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##PE - Central Absentee Precinct","00","Local","0","318","0","0","318","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##PE - Central Absentee Precinct","02","Congressional","0","117","0","0","117","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","##PE - Central Absentee Precinct","03","Congressional","0","201","0","0","201","0","0","0"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","101 - GRANBY","03","Congressional","9","0","282","4","291","3697","456","4153"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","101 - GRANBY","03","Congressional","9","0","860","8","869","3697","456","4153"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","102 - OCEAN VIEW SCHOOL","02","Congressional","2","0","531","7","533","1811","181","1992"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","103 - NORTHSIDE","02","Congressional","2","0","901","5","903","2234","177","2411"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","104 - TITUSTOWN ","02","Congressional","2","0","391","16","393","1837","361","2198"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","104 - TITUSTOWN ","03","Congressional","2","0","23","0","25","1837","361","2198"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","106 - SECOND PRESBYTERIAN","02","Congressional","12","0","218","0","230","3275","428","3703"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","106 - SECOND PRESBYTERIAN","02","Congressional","12","0","824","16","836","3275","428","3703"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","201 - LARCHMONT SCHOOL","03","Congressional","4","0","948","4","952","2724","495","3219"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","203 - GHENT SQUARE","03","Congressional","5","0","526","5","531","1330","125","1455"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","207 - LAMBERT'S POINT","03","Congressional","7","0","743","18","750","3298","379","3677"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","208 - LARCHMONT LIBRARY","03","Congressional","6","0","783","3","789","1650","73","1723"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","210 - MAURY","03","Congressional","14","0","954","7","968","2521","216","2737"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","211 - CHRYSLER MUSEUM","03","Congressional","17","0","1202","36","1219","3575","468","4043"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","212 - PARK PLACE","03","Congressional","8","0","589","11","597","2192","183","2375"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","213 - TAYLOR ELEMENTARY SCHOOL","03","Congressional","7","0","1210","2","1217","2795","289","3084"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","214 - STUART","03","Congressional","5","0","1137","13","1142","2834","196","3030"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","215 - SUBURBAN PARK","02","Congressional","3","0","906","16","909","2248","118","2366"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","217 - WESLEY","02","Congressional","3","0","715","11","718","2494","178","2672"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","218 - WILLARD","03","Congressional","13","0","541","0","554","3451","207","3658"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","218 - WILLARD","03","Congressional","13","0","829","11","842","3451","207","3658"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","301 - BALLENTINE","03","Congressional","4","0","711","48","715","2778","189","2967"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","302 - TANNERS CREEK","03","Congressional","0","0","493","4","493","1750","191","1941"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","303 - BROAD CREEK","03","Congressional","7","0","789","40","796","3048","194","3242"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","304 - COLEMAN PLACE SCHOOL","03","Congressional","2","0","465","11","467","1541","102","1643"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","305 - LAFAYETTE-WINONA","03","Congressional","11","0","127","0","138","2077","161","2238"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","305 - LAFAYETTE-WINONA","03","Congressional","11","0","198","0","209","2077","161","2238"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","305 - LAFAYETTE-WINONA","03","Congressional","11","0","325","35","336","2077","161","2238"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","306 - LINDENWOOD","03","Congressional","3","0","534","13","537","1798","112","1910"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","309 - NORVIEW","03","Congressional","9","0","1183","71","1192","4512","451","4963"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","310 - ROSEMONT","03","Congressional","11","0","1097","18","1108","3764","415","4179"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","311 - SHERWOOD","03","Congressional","6","0","1362","38","1368","4525","272","4797"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","313 - UNION CHAPEL","03","Congressional","2","0","361","13","363","1342","112","1454"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","402 - BERKLEY","03","Congressional","6","0","597","37","603","2012","104","2116"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","404 - CAMPOSTELLA","03","Congressional","4","0","594","30","598","2348","201","2549"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","405 - CHESTERFIELD","03","Congressional","7","0","622","19","629","2686","403","3089"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","406 - BARRON BLACK","02","Congressional","1","0","686","12","687","1810","132","1942"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","408 - EASTON","03","Congressional","5","0","911","13","916","2688","171","2859"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","409 - FAIRLAWN","03","Congressional","3","0","683","10","686","1941","136","2077"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","411 - RUFFNER ACADEMY","03","Congressional","2","0","300","4","302","1719","178","1897"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","412 - INGLESIDE","03","Congressional","1","0","746","19","747","2182","134","2316"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","413 - POPLAR HALLS","03","Congressional","15","0","956","56","971","3522","329","3851"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","414 - YOUNG PARK","03","Congressional","2","0","518","9","520","2787","195","2982"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","415 - LAKE TAYLOR HIGH SCHOOL","03","Congressional","1","0","684","16","685","2507","158","2665"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","501 - BAYVIEW","02","Congressional","4","0","1076","5","1080","3100","271","3371"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","503 - EAST OCEAN VIEW","02","Congressional","3","0","192","1","195","3560","424","3984"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","503 - EAST OCEAN VIEW","02","Congressional","3","0","962","1","965","3560","424","3984"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","504 - LARRYMORE","02","Congressional","2","0","919","15","921","2329","211","2540"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","505 - LITTLE CREEK","02","Congressional","3","0","761","12","764","1988","127","2115"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","506 - OCEAN VIEW CENTER","02","Congressional","4","0","1021","13","1025","3793","287","4080"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","507 - PRETLOW","02","Congressional","4","0","880","15","884","3017","267","3284"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","509 - TARRALLTON","02","Congressional","5","0","1129","15","1134","2886","195","3081"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","510 - THIRD PRESBYTERIAN","02","Congressional","5","0","1250","21","1255","2908","213","3121"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","511 - CROSSROADS","02","Congressional","4","0","1047","14","1051","2953","187","3140"
"2021 November General ","2021-11-02 00:00:00","NORFOLK CITY","512 - AZALEA GARDENS","02","Congressional","1","0","662","3","663","1576","159","1735"
